55.2316	55.0132	62.4486	48.4834
63.9903	63.5477	50.3358	52.2670
62.9900	63.3463	63.5567	63.9960
63.2271	55.7476	63.2844	63.8157
62.9547	62.8964	61.7273	63.5635
48.4156	49.8588	61.7835	47.1544
54.8356	52.7178	45.6895	46.0743
61.2401	62.8515	63.3353	63.9062
63.4673	58.8714	63.2306	63.8420
53.9637	63.0899	62.1234	62.5595
43.8833	45.5342	57.7834	48.5320
45.9767	43.2485	43.2158	44.9916
62.2050	62.8435	63.3483	63.8131
60.3630	60.5887	53.7701	55.6025
48.4787	52.9093	50.9926	58.6665
47.1496	48.7577	59.3400	49.8908
43.8213	42.4000	42.8245	44.3648
53.9679	57.7569	62.7608	63.6776
48.7438	49.6358	53.1054	55.4306
49.2354	49.3624	48.9339	58.4584
47.0433	48.9153	56.8757	51.4142
43.6359	44.8619	45.5074	46.7649
46.7389	50.4112	54.2796	52.2372
44.9058	45.6202	48.1909	49.4766
45.5144	47.4735	44.9533	48.1653
