23.162	21.181	14.653	22.175
17.793	15.751	29.072	29.590
17.241	17.815	11.777	18.759
16.518	23.380	18.694	18.549
15.971	21.521	17.712	19.556
35.110	32.288	14.678	29.616
23.285	28.257	48.478	42.214
15.985	18.633	16.492	17.702
15.503	19.668	18.609	19.684
25.293	15.914	16.778	23.079
43.792	41.077	17.475	38.463
35.557	44.042	57.347	50.266
19.396	19.038	16.318	21.877
21.683	21.426	28.050	28.323
49.308	38.240	29.608	23.168
35.649	33.505	18.706	31.847
43.748	49.659	55.998	51.957
26.768	23.667	20.070	19.800
31.643	35.971	27.382	30.322
44.444	45.390	35.534	27.929
41.749	37.453	22.981	31.945
44.512	41.837	47.963	44.323
37.436	33.637	24.380	30.604
44.595	45.957	37.274	41.685
52.264	46.135	47.417	41.420
50.738	47.152	25.796	36.593
43.009	38.281	44.476	42.218
36.046	34.039	22.977	31.325
43.756	51.612	45.262	46.868
59.058	53.670	54.465	48.935
54.484	51.041	35.974	42.228
46.374	45.341	48.713	42.841
34.665	34.378	27.128	32.149
49.792	55.882	48.218	54.448
62.246	54.890	58.533	54.659
